Repository,Forks,additions,Deletions,Total,Messages 
qtdoc,33,5,0,5,"Add Qt HTTP Server to Qt module overview

This is a preview module that was added to qt5 in revision
c3b063a6f2909dcbd9d1710a1c92fcd1db8ecc7b.

Task-number: QTBUG-100994
Change-Id: I2efce6577b64b4aff5a698411be281dfe010942c
Reviewed-by: Kai Koehne <kai.koehne@qt.io>"
qtdoc,33,3,3,6,"Update dependencies on 'dev' in qt/qtdoc

Change-Id: I4865be2c893ca446c218c7ee9f4ffd0623f70baf
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtdoc,33,5,5,10,"Android: add android:exported to the service and receiver declaration

If this tag is not present there might be warnings or the service or
receiver might not work as expected.

Pick-to: 6.3 6.2 5.15
Task-number: QTBUG-101320
Change-Id: Iec9846ab91922339d10d8d771cbe4a9dcd151241
Reviewed-by: Nicholas Bennett <nicholas.bennett@qt.io>"
qtdoc,33,18,13,31,"Doc: Update licensing information on commercial modules

Removed references to the Device Creation license.
Added a note that the module is commercial, and required licenses as
defined at qt.io/pricing.
Updated references do device creation in other places.

Pick-to: 6.3 6.2
Change-Id: I5edf5b798154dff96d4a9056a2f2d689372182a1
Reviewed-by: Leena Miettinen <riitta-leena.miettinen@qt.io>"
qtdoc,33,32,13,45,"Link up the information about categorized logging better

The use of logging categories in console.log was far too obscure
relative to its usefulness. Most reusable QML components and most
applications could make good use of it, routinely.

Likewise Debugging Techniques didn't mention categorized logging, only
the older macros.

Debugging Techniques now links to Debugging QML Applications and
vice-versa, and both of them link to the LoggingCategory QML object.

It's good to have more info in QT_MESSAGE_PATTERN. Since we stopped
pasting qFunc() all over, it's good to have %{function} (even though it
goes missing in release builds); and I think %{time process} is a great
way to see message timing.  %{type} and %{appname} make the output too
long for my taste, but my usual %if syntax for the type is too verbose
to put here; and %{appname} was already here for some reason.

Link to QQuickItem::dumpItemTree() alongside the paragraph about
QObject::dumpObjectTree() and friends.

Pick-to: 6.3 6.2 5.15
Change-Id: If1d1168ee85a82eb63a533da016c47f032f385c2
Reviewed-by: Topi Reiniö <topi.reinio@qt.io>"
qtdoc,33,2,2,4,"Update link to new online installer walkthrough

Pick-to: 6.3 6.2 5.15
Change-Id: I4951e7dc546d78ef2b69a5bd7e9a52b005141850
Reviewed-by: Topi Reiniö <topi.reinio@qt.io>"
qtdoc,33,1,2,3,"Doc: Revise online sidebar

* Drop the link to 'Qt Creator' under the 'Reference' section; it's not
  really a reference, and can be reached via the 'Developer Tools'
  link easily.
* Shorten 'All Qt Reference Documentation' to 'All Qt Reference Pages'

Pick-to: 6.3
Change-Id: Iad3dec5607cee0c13420834feb5db6362eae5fa3
Reviewed-by: Kai Koehne <kai.koehne@qt.io>
Reviewed-by: Leena Miettinen <riitta-leena.miettinen@qt.io>"
qtdoc,33,3,0,3,"Clarify Windows on ARM status

Pick-to: 6.2 6.3
Change-Id: Ie3f9ad9f0b599627293415b811e4f139c42af2ad
Reviewed-by: Vladimir Minenko <vladimir.minenko@qt.io>
Reviewed-by: André de la Rocha <andre.rocha@qt.io>
Reviewed-by: Topi Reiniö <topi.reinio@qt.io>"
qtdoc,33,210,0,210,"Doc: Add what's new in 6.4 page

Change-Id: Icaf90f4a5599cfe60931ce91cc6cb4b448cd93e7
Reviewed-by: Topi Reiniö <topi.reinio@qt.io>"
qtdoc,33,3,3,6,"Doc: Fix linking issues

* Remove link to 3rd-party licensing page that's no longer generated.
* Fix linking to 'Integrating C++ and QML' whose title has changed.
* Fix link to 'QML Applications'.

Pick-to: 6.3
Change-Id: I400179bc7921488ee1aa7e2078a922aef760b4ab
Reviewed-by: Luca Di Sera <luca.disera@qt.io>"
qtdoc,33,3,3,6,"Update dependencies on 'dev' in qt/qtdoc

Change-Id: Ice595318182dea98b373e6d9661597af6f7ed5b3
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtdoc,33,7,3,10,"Replace uses of deprecated _qs with _s

Task-number: QTBUG-101408
Change-Id: I011d5ed352298902158d0b1b89ad3b99b310fc83
Reviewed-by: Marc Mutz <marc.mutz@qt.io>"
qtdoc,33,6,22,28,"Doc: Update documentation on trademarks

Add information about trademarks owned by The Qt Company and
remove obsolete trademark remarks.

Fixes: QTBUG-102787
Pick-to: 5.15 6.2 6.3
Change-Id: I6f158f83e7327340303e0b73da16c5cb2234284a
Reviewed-by: Tuukka Turunen <tuukka.turunen@qt.io>
Reviewed-by: Leena Miettinen <riitta-leena.miettinen@qt.io>"
qtdoc,33,9,10,19,"Remove mentions of tvOS and watchOS which are no longer supported

Pick-to: 6.2 6.3
Change-Id: I21ad601fa4e80321aa374c8ae80d453aea2d3ea1
Reviewed-by: Volker Hilsheimer <volker.hilsheimer@qt.io>"
qtdoc,33,1,1,2,"Doc: Add link to Qt Quick Widgets module landing page

Task-number: QTBUG-101964
Pick-to: 6.3
Change-Id: Ib274ec3b7e4b18e3219cefb2c4bfd3e3bb2aa909
Reviewed-by: Kai Koehne <kai.koehne@qt.io>"
qtdoc,33,0,2,2,"Remove ""Desktop Platforms"" section from whatsnew63

There were no new features worth mentioning for desktop platforms
in 6.3.

Pick-to: 6.3 6.3.0
Change-Id: I698e4dfe0ffe4a0cc0088b6619cd3f528e090f03
Reviewed-by: Alex Blasche <alexander.blasche@qt.io>"
qtdoc,33,3,3,6,"Update dependencies on 'dev' in qt/qtdoc

Change-Id: I15a8414060313bad3137d759cea93d346225e2e9
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtdoc,33,9,8,17,"Fix qdoc warnings about missing links in qtcmake

Add qtquick as dependency, to fix

 qt5/qtdoc/doc/src/cmake/cmake-manual.qdoc:459: (qdoc) warning: Can't link to 'Qt Quick'

Also take the opportunity to sort the lines.

Pick-to: 6.3
Change-Id: Id013f9875db781467d131848eba9c646516f4bfb
Reviewed-by: Venugopal Shivashankar <Venugopal.Shivashankar@qt.io>"
qtquickcontrols,43,1,0,1,"Fix touch gallery example crashes on exit

Task-number: QTBUG-40501
Change-Id: I8c51818e8846be3a2813ac2fa8871a9d75c22439
Reviewed-by: Ville Voutilainen <ville.voutilainen@qt.io>"
qtquickcontrols,43,1,1,2,"Bump version

Change-Id: Ie272279181dd83cf3c528143dc3505b49c1f9209"
qtquickcontrols,43,34,0,34,"Add changes file for Qt 5.15.1

+ 83a41de459cd8605878842b4410521410132dcb3 Change the fsType of icons.ttf to allow installing the icon font
+ 55e2298f3ff0130fddb09ccd1bcfddce61a8abdb Doc: State correct default wrap mode in TextArea
+ e5fb9e4ceabc2f1bfd89d3b3cb0a69c7d74df5b8 Add missing override
+ 5a20af684cf61192d4823869c3a55af7b3c0141e Return QPersistentModelIndex which is stored when calling mapRowToIndex
+ 1c58ef02d27023a0ee1d47a71368021bd6a6898d Bump version
+ f4a6a1544c413bd0d39c3b82a048f9d68080e390 Android: use the correct path to DefaultWindowDecoration.qml

Change-Id: I291ddb3c883c3ceedb6bf14bf3226b850203f510
Reviewed-by: Shawn Rutledge <shawn.rutledge@qt.io>
(cherry picked from commit e22f5c4cd8ff47545e33a30f7a11d4963979ffb0)
Reviewed-by: Qt Cherry-pick Bot <cherrypick_bot@qt-project.org>"
qtquickcontrols,43,86,86,172,"Use QList instead of QVector

Task-number: QTBUG-84469
Change-Id: I9109f92d059fd4152aee1f37597c5564d477fbf9
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,1,1,2,"Android: use the correct path to DefaultWindowDecoration.qml

Regression caused by 7a806347167607172ee38c60d30808b298224a8b.
The file DefaultWindowDecoration.qml is installed under
""qml/QtQuick/Dialogs/qml/"" but the path used assumes it's under
""qml/QtQuick/Dialogs/"".

Fixes: QTBUG-85434
Pick-to: 5.15
Change-Id: I536e3d805896815ae63c43c25b60c0e810dc3cab
Reviewed-by: Andy Shaw <andy.shaw@qt.io>
Reviewed-by: Shawn Rutledge <shawn.rutledge@qt.io>"
qtquickcontrols,43,6,6,12,"Add ; to Q_UNUSED

This is required to remove the ; from the macro with Qt 6.

Task-number: QTBUG-82978
Change-Id: I56268bc09fe861effc514acb4033bf8873873ab0
Reviewed-by: Volker Hilsheimer <volker.hilsheimer@qt.io>"
qtquickcontrols,43,104,103,207,"Add missing override

Pick-to: 5.15
Change-Id: Iba896b0af174ed28a27413d7343427cf9b4600d3
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,23,0,23,"Merge remote-tracking branch 'origin/5.15' into dev

Change-Id: If2e68359e05a5be8db3330ba9af6245c50eab8ba"
qtquickcontrols,43,23,0,23,"Merge remote-tracking branch 'origin/5.15.0' into 5.15

Change-Id: Ifcfb3a2bd951530b36e4ee0bc2668e735c727169"
qtquickcontrols,43,32,9,41,"Update 'dev' dependencies

Along with compile fixes

Change-Id: I7fc6397df83d485fbc4714ead16e74bfd079c90f
Reviewed-by: Alexandru Croitor <alexandru.croitor@qt.io>"
qtquickcontrols,43,0,0,0,"Change the fsType of icons.ttf to allow installing the icon font

Used https://metacpan.org/pod/distribution/Font-TTF-Scripts/scripts/hackos2
to change the fsType from 8 to 0 in the OS/2 table.
/usr/bin/site_perl/hackos2 -t0 src/dialogs/qml/icons.ttf icons.ttf

Fixes: QTBUG-84086
Change-Id: Idc72ca04d5c71bb049c7d6d2c0cd9b40739c2321
Reviewed-by: Dmitry Shachnev <mitya57@gmail.com>
Reviewed-by: Shawn Rutledge <shawn.rutledge@qt.io>"
qtquickcontrols,43,2,2,4,"Doc: State correct default wrap mode in TextArea

Fixes: QTBUG-84048
Pick-to: 5.15
Change-Id: I91ec44a5556f5906771642ca947f2e5bb1cd0721
Reviewed-by: Paul Wicking <paul.wicking@qt.io>
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,60,38,98,"Put TreeView from Qt Quick Control 1 under BSD license

Change-Id: I0d4f5ca2ed42e7ee0d9ce3a4e0a861902aee27e6
Reviewed-by: Tuukka Turunen <tuukka.turunen@qt.io>
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,21,1,22,"Merge remote-tracking branch 'origin/5.15' into dev

Change-Id: I31184909e2a74b6e79c966669e88ab8f9dd3ef1c"
qtquickcontrols,43,1,1,2,"Merge 5.15 into 5.15.0

Change-Id: Iec8e88b6b8cc104dfd2cde975f41868730e2090c"
qtquickcontrols,43,1,1,2,"Android: use new Connections format

Change-Id: I799d3b22950131c91b6cfe2bf12fc6c1968ab15c
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,20,0,20,"Merge remote-tracking branch 'origin/5.15' into 5.15.0

Change-Id: I604e0de1afb21e5e62876be7027c0f1e7b1471bc"
qtquickcontrols,43,20,0,20,"Merge remote-tracking branch 'origin/5.14' into 5.15

Change-Id: If0ca7a275c088e4e9a174c86e6c4e1046e2e6ada"
qtquickcontrols,43,20,0,20,"Merge remote-tracking branch 'origin/5.14.2' into 5.14

Change-Id: I89f1edc1ca7a4ed755886a2eadbf294e68f1cce5"
qtquickcontrols,43,23,0,23,"Add changes file for Qt 5.15.0

Change-Id: I55ebc31d9ed7a4cc1e09de1fc704243ebfcd671d
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,1,1,2,"Remove QT_NO_LINKED_LIST

QLinkedList is deprecated and moved to Qt5Compat, there's no need for
QT_NO_LINKED_LIST.

Change-Id: Iab80b17f3eacf88db45f62895529a6b855fdb54c
Reviewed-by: Alex Blasche <alexander.blasche@qt.io>"
qtquickcontrols,43,5,8,13,"Push dependency for qtdeclarative and fix resulting test failures

This enables other modules depending on quickcontrols and declarative
to resolve their conflicts.

Change-Id: Iea28fa75157034d85dc24f44491ca986902db547
Reviewed-by: Simon Hausmann <simon.hausmann@qt.io>"
qtquickcontrols,43,39,3,42,"Merge remote-tracking branch 'origin/5.15' into dev

Change-Id: Ie8fd52e91dd0ee6ba504095ba2aec0866046f6c3"
qtquickcontrols,43,3,0,3,"Add missing includes

Change-Id: I9ad8cdc6b603896932619aba8afbef6ab12717ed
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,26,0,26,"Compile controls after changes in the meta system that broke it

Problem was that moc needs to have the full definition of the types,
it's not sufficient for it to have a fwd-declared type anymore.

Change-Id: Ie1f1402d53e4336cd4afd018f5ae4dbdc88118c6
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,2,0,2,"Docs: recommend to use QtQuickControls 2 Dialog on Android

Fixes: QTBUG-82781
Change-Id: I98bb77d9118d05b16235cc1107d6e7a74b70fc65
Reviewed-by: Andy Shaw <andy.shaw@qt.io>"
qtquickcontrols,43,34,3,37,"Merge remote-tracking branch 'origin/5.14' into 5.15

Change-Id: I3022d2eabeef6d387135427b553de8a6d80dff13"
qtquickcontrols,43,20,0,20,"Add changes file for Qt 5.14.2

+ def0972bf32bb22d5123f409e17f9e92f3809bf4 Stop using QDateTime's locale-specific APIs
+ caecffab98cb2c47140579712e5b7bc7f7ce3070 Bump version

Change-Id: Ia2f013f5636a5b811d37fac78f558b56b26edbdb
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtquickcontrols,43,1,0,1,"Fix incomplete QPainterPath

Fixes: QTBUG-82787
Change-Id: Ib481c9f8454ccc1b7398e2c03b1db16c310ec7e2
Reviewed-by: Jarek Kobus <jaroslaw.kobus@qt.io>"
qtquickcontrols,43,32,1,33,"TreeView: update currentIndex on model changes

The previous binding was not getting re-evaluated when the model was
being reset or when rows were been inserted or removed.
Here we use a counter variable, whose value change will force the
evaluation of the binding.

Fixes: QTBUG-53097
Change-Id: I76afebbda78ab477cf65631337a8bad51ca5428d
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtwebkit-examples,15,3,3,6,"Use QRandomGenerator instead of q?rand

Change-Id: Icd0e0d4b27cb4e5eb892fffd14b5285d43f4afbf
Reviewed-by: Allan Sandfeld Jensen <allan.jensen@qt.io>"
qtwebkit-examples,15,1,1,2,"Bump version

Change-Id: I912dab2e93680d9903ffefbe12fcfb0a9e592f4f"
qtwebkit-examples,15,1,19,20,"Merge remote-tracking branch 'origin/5.8' into dev

Conflicts:
	.qmake.conf

Change-Id: I1375cf9e30e33aad9bd856fcdca54f1b2c1fef49"
qtwebkit-examples,15,1,1,2,"Bump version

Change-Id: Ic5e39292c1dba08f40170a1da3d4e48700a6c652"
qtwebkit-examples,15,0,4,4,"remove dead usage of DEPLOYMENT_PLUGIN

wince is not supported any more, so the scope was dead.

Change-Id: I6ea7144c7a93794163b920846ba671beae945701
Reviewed-by: Jake Petroules <jake.petroules@qt.io>"
qtwebkit-examples,15,1,15,16,"Merge remote-tracking branch 'origin/5.7' into 5.8

Change-Id: I0599b461455d9247d04b659735ecbe5d93642156"
qtwebkit-examples,15,1,15,16,"Merge remote-tracking branch 'origin/5.6' into 5.7

Change-Id: If07176f7af97bb933a7b7a557026d021d802fef1"
qtwebkit-examples,15,1,15,16,"remove dependencies from sync.profile

the CI obtains them from the qt5 super repo nowadays.

Change-Id: Ifd67aa5d0e86b370c8b87fc6654f00dece1abad7
Reviewed-by: Liang Qi <liang.qi@qt.io>"
qtwebkit-examples,15,1,1,2,"Bump version

Change-Id: I72816bebb6ba3ddb0bffbfd77a53bda720232f37"
qtwebkit-examples,15,2,2,4,"Merge remote-tracking branch 'origin/5.7' into dev

Conflicts:
	.qmake.conf

Change-Id: I22e2016526d410bd8e554975d9c04b2533d1ab4c"
qtwebkit-examples,15,2,2,4,"Merge remote-tracking branch 'origin/5.6' into 5.7

Conflicts:
	.qmake.conf

Change-Id: Iee306971054f20f65447c9ac784b0137e060ef79"
qtwebkit-examples,15,1,1,2,"Bump version

Change-Id: Ic1de6b240c32877a155f69e83f42023f05226ed9"
qtwebkit-examples,15,0,1,1,"do not enable example installs explicitly any more

it's done centrally now.

Change-Id: I935b68b00562c96cd9825bb751dc8492e5376954
Reviewed-by: Joerg Bornemann <joerg.bornemann@qt.io>"
qtwebkit-examples,15,1,1,2,"Bump version

Change-Id: I12349814e2e9971062757f32edd3e22e74c015f2"
qtwebkit-examples,15,2,1,3,"add missing example install

Change-Id: I1ce5b0f0fa215079d1dcc8f982e8b91918535e22
Reviewed-by: Allan Sandfeld Jensen <allan.jensen@theqtcompany.com>"
qtwebkit-examples,15,1,1,2,"Bump version

Change-Id: I524c58192f438653eee05e13c58ea9cf68f45eb2"
